Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Alan Flett;Wanita;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_2;Tidak;5;FISIP
Alan Forester;Pria;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Ya;6;FTI
Alan Gates;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;UKM_3;Ya;3,5;FT
Alan Glynn;Pria;Kosong;Belum;Orang Tua;2008;Jakarta;Tidak;Ya;6;FISIP
Alan Grant;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;4;FT
Alan Hepburn;Pria;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_2;Tidak;4,5;DKV
Alan Hill;Pria;Kos;Belum;Kosong;2008;Tangerang;UKM_1;Ya;4;FTI
Alan Hopkinson;Wanita;Kosong;Bekerja;Beasiswa;2008;Bekasi;Tidak;Ya;3,5;FT
Alan Ingram;Wanita;Kosong;Belum;Orang Tua;2008;Bekasi;UKM_2;Tidak;3,5;FISIP
Alan Jefferson;Wanita;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_1;Ya;7;FISIP
Alan Jenkins;Wanita;Kos;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Tidak;4,5;FIKOM
Alan Jones;Pria;Kosong;Belum;Beasiswa;2007;Serang;UKM_4;Tidak;4;FIKOM
Alan Knott;Wanita;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_3;Tidak;4,5;FISIP
Alan Lunt;Pria;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;4,5;FT
Alan Lynch;Wanita;Kosong;Belum;Kosong;2008;Jakarta;UKM_3;Tidak;5,5;DKV
Alan Marshall;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Karawang;UKM_4;Ya;4;DKV
Alan May;Wanita;Kos;Belum;Kosong;2009;Bekasi;UKM_3;Ya;6;FIKOM
Alan Miller;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;Tidak;Ya;5,5;FTI
Alan Moore;Pria;Kosong;Belum;Kosong;2009;Serang;UKM_3;Ya;3,5;FISIP
Alan Powell;Pria;Kosong;Belum;Kosong;2007;Bekasi;Tidak;Ya;4,5;FISIP
Alan Reading;Pria;Kos;Belum;Kosong;2009;Karawang;UKM_2;Ya;6,5;FTI
Alan Redfern;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;6;FT
Alan Richardson;Pria;Kosong;Bekerja;Beasiswa;2009;Serang;UKM_4;Tidak;4;FTI
Alan Rogers;Pria;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Ya;5;FIKOM
Alan Sanchez;Pria;Kosong;Belum;Kosong;2009;Tangerang;UKM_2;Tidak;3,5;FISIP
Alan Shields;Pria;Orang Tua;Belum;Orang Tua;2009;Serang;UKM_2;Ya;3,5;FTI
Alan Slater;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Tidak;5,5;FTI
Alan Spencer;Pria;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_3;Tidak;5,5;FISIP
Alan Steer;Wanita;Kosong;Bekerja;Kosong;2009;Bekasi;UKM_3;Tidak;4;DKV
Alan Stewart;Wanita;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_2;Tidak;4,5;FISIP
Alan Thompson;Pria;Orang Tua;Belum;Kosong;2008;Bekasi;UKM_1;Tidak;5;DKV
Alan Wood;Wanita;Kosong;Belum;Orang Tua;2009;Jakarta;UKM_4;Ya;6;FISIP
Alan Yarwood;Pria;Kos;Belum;Orang Tua;2007;Bekasi;UKM_2;Ya;5,5;FT
Alan Young;Pria;Kosong;Bekerja;Beasiswa;2008;Karawang;UKM_2;Ya;4,5;FTI
Alba Bryson;Wanita;Kos;Belum;Beasiswa;2008;Tangerang;UKM_2;Tidak;3,5;FTI
Alba Butler;Pria;Kos;Bekerja;Kosong;2009;Bogor;UKM_3;Tidak;6,5;FTI
Alba Casey;Wanita;Kos;Bekerja;Beasiswa;2009;Bogor;UKM_1;Ya;4;FT
Alba Dixon;Wanita;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_1;Ya;3,5;FTI
Alba Franks;Wanita;Kos;Belum;Kosong;2007;Tangerang;UKM_1;Ya;5,5;FISIP
Alba Gilbert;Pria;Kosong;Bekerja;Beasiswa;2009;Bogor;UKM_4;Tidak;6,5;FISIP
Alba Gunn;Wanita;Kosong;Bekerja;Orang Tua;2009;Jakarta;Tidak;Tidak;5,5;DKV
Alba Hastings;Pria;Kos;Belum;Beasiswa;2009;Serang;UKM_3;Tidak;5;FISIP
Alba Hunt;Wanita;Orang Tua;Bekerja;Kosong;2007;Jakarta;UKM_3;Tidak;6;FISIP
Alba Olson;Wanita;Orang Tua;Bekerja;Kosong;2007;Bogor;Tidak;Ya;6;FISIP
Alba Potts;Wanita;Kosong;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;5,5;FT
Alba Simpson;Wanita;Kosong;Belum;Kosong;2008;Bogor;UKM_1;Ya;5;FTI
Alba Spencer;Pria;Kos;Bekerja;Kosong;2009;Jakarta;UKM_4;Tidak;4,5;DKV
Alba Stubbs;Wanita;Kosong;Belum;Orang Tua;2007;Tangerang;UKM_4;Tidak;5;FISIP
Alba Tindall;Pria;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_2;Tidak;5;FT
Aleksandra Appleton;Pria;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_1;Tidak;4,5;FISIP
Aleksandra Bayliss;Pria;Kosong;Bekerja;Kosong;2008;Jakarta;UKM_1;Ya;5,5;DKV
Aleksandra Eddison;Pria;Kos;Belum;Kosong;2009;Karawang;Tidak;Tidak;6,5;DKV
Aleksandra Farrell;Pria;Orang Tua;Bekerja;Kosong;2007;Tangerang;Tidak;Ya;5;FTI
Aleksandra James;Pria;Orang Tua;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;6,5;DKV
Aleksandra Jarvis;Pria;Kos;Belum;Kosong;2007;Tangerang;Tidak;Ya;4,5;FIKOM
Aleksandra Lucas;Pria;Kos;Belum;Orang Tua;2009;Jakarta;Tidak;Tidak;5,5;FISIP
Aleksandra Lynn;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;Tidak;Tidak;6,5;FT
Aleksandra Olson;Pria;Kos;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;5,5;DKV
Aleksandra Stewart;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;UKM_4;Tidak;4;DKV
Aleksandra Tennant;Pria;Kos;Belum;Kosong;2007;Bogor;UKM_4;Tidak;3,5;FISIP
Aleksandra Thornton;Wanita;Kosong;Bekerja;Beasiswa;2008;Bogor;UKM_2;Ya;4;FIKOM
Aleksandra Tutton;Wanita;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;4;FIKOM
Aleksandra Vinton;Wanita;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_3;Tidak;5;FISIP
Alessandra Cattell;Wanita;Kos;Belum;Kosong;2009;Bekasi;UKM_4;Tidak;4,5;FTI
Alessandra Edwards;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Tidak;7;FIKOM
Alessandra Hastings;Pria;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_2;Tidak;3,5;FIKOM
Alessandra Holmes;Wanita;Kos;Bekerja;Kosong;2009;Bogor;UKM_2;Ya;3,5;FIKOM
Alessandra Logan;Wanita;Kos;Bekerja;Orang Tua;2009;Serang;UKM_4;Tidak;7;FISIP
Alessandra Ogilvy;Pria;Orang Tua;Bekerja;Kosong;2007;Bogor;UKM_2;Ya;6;FIKOM
Alessandra Power;Wanita;Kosong;Belum;Kosong;2008;Karawang;UKM_4;Ya;6,5;DKV
Alessandra Ralph;Pria;Kos;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;4,5;FTI
Alessandra Rogers;Pria;Orang Tua;Bekerja;Kosong;2007;Tangerang;UKM_4;Tidak;5,5;FTI
Alessandra Wellington;Wanita;Kosong;Bekerja;Kosong;2008;Jakarta;UKM_1;Ya;5;FISIP
Alessandra Wills;Wanita;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_2;Ya;5,5;FTI
Alessia Abbot;Pria;Kos;Belum;Beasiswa;2007;Bogor;UKM_3;Tidak;4,5;DKV
Alessia Brown;Wanita;Kos;Belum;Beasiswa;2008;Bogor;Tidak;Tidak;4;FISIP
Alessia Burge;Wanita;Kosong;Belum;Beasiswa;2009;Bogor;UKM_1;Ya;3,5;FTI
Alessia Clayton;Pria;Orang Tua;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;4;FISIP
Alessia Dobson;Pria;Kosong;Belum;Orang Tua;2008;Jakarta;Tidak;Ya;5,5;FIKOM
Alessia Doherty;Pria;Kosong;Bekerja;Orang Tua;2007;Serang;UKM_2;Ya;5,5;FTI
Alessia Farmer;Pria;Orang Tua;Bekerja;Kosong;2007;Bekasi;UKM_4;Tidak;6,5;FT
Alessia Hobbs;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;5;FIKOM
Alessia Kennedy;Wanita;Kosong;Belum;Beasiswa;2007;Karawang;UKM_2;Tidak;4;FIKOM
Alessia Kent;Pria;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_1;Ya;5,5;FT
Alessia Olson;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;7;FISIP
Alessia Palmer;Wanita;Orang Tua;Bekerja;Kosong;2009;Jakarta;UKM_4;Tidak;3,5;FTI
Alessia Simpson;Wanita;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_1;Tidak;5;FIKOM
Alessia Wise;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;5;FTI
Alex Allen;Pria;Kosong;Bekerja;Orang Tua;2009;Bekasi;UKM_1;Tidak;6;FIKOM
Alex Ellis;Wanita;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Tidak;6;FISIP
Alex Michael;Pria;Kos;Bekerja;Kosong;2007;Tangerang;UKM_4;Ya;4;FISIP
Alex Paterson;Wanita;Kosong;Belum;Beasiswa;2007;Bekasi;UKM_2;Ya;5;DKV
Alex Plumb;Pria;Kos;Bekerja;Kosong;2009;Karawang;UKM_4;Tidak;4;FIKOM
Alex Robertson;Pria;Kos;Bekerja;Kosong;2008;Bogor;UKM_4;Ya;7;FIKOM
Alex Rowe;Pria;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_1;Tidak;7;FISIP
Alex Seymour;Pria;Orang Tua;Belum;Orang Tua;2008;Tangerang;UKM_2;Tidak;5,5;FT
Alex Uddin;Wanita;Kos;Belum;Orang Tua;2008;Jakarta;UKM_2;Ya;5,5;FT
Alex Underhill;Wanita;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;4;FT
Alex Warren;Pria;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;4,5;FISIP
Alex Woods;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;5,5;FTI
Alex Wright;Wanita;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;5,5;DKV
Alexa Atkinson;Wanita;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;5,5;FT
Alexa Connor;Wanita;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;5,5;DKV
Alexa Hale;Wanita;Kosong;Belum;Beasiswa;2008;Karawang;Tidak;Tidak;6;FTI
Alexa Hall;Pria;Kos;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;7;FT
Alexa Hardwick;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_4;Ya;7;DKV
Alexa Irving;Wanita;Kosong;Bekerja;Kosong;2009;Bekasi;Tidak;Ya;7;FTI
Alexa Jeffery;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;4;FT
Alexa Kent;Pria;Kos;Bekerja;Beasiswa;2009;Tangerang;UKM_1;Tidak;4;FT
Alexa King;Wanita;Kos;Belum;Orang Tua;2009;Serang;UKM_4;Tidak;6;DKV
Alexa Matthews;Pria;Kosong;Belum;Kosong;2007;Karawang;UKM_4;Tidak;7;FIKOM
Alexa Morgan;Pria;Kos;Bekerja;Kosong;2007;Bogor;Tidak;Ya;4,5;FISIP
Alexa Pitt;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;6,5;FISIP
Alexa Richards;Pria;Orang Tua;Belum;Orang Tua;2009;Tangerang;Tidak;Tidak;6,5;FIKOM
Alexa Rowlands;Wanita;Kosong;Belum;Orang Tua;2008;Tangerang;UKM_2;Ya;6;FIKOM
Alexa Selby;Wanita;Kosong;Belum;Kosong;2008;Serang;Tidak;Ya;7;FISIP
Alexa Seymour;Pria;Kosong;Bekerja;Kosong;2009;Bogor;UKM_4;Tidak;7;FT
Alexa Squire;Pria;Kosong;Belum;Kosong;2008;Serang;UKM_1;Ya;5,5;FIKOM
Alexa Terry;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Ya;6;FIKOM
Alexa Thatcher;Wanita;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;3,5;FT
Alexa Walker;Wanita;Kos;Belum;Kosong;2008;Tangerang;UKM_4;Ya;4,5;FISIP
Alexa Whitehouse;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Ya;6,5;FTI
Alexander Allington;Pria;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_3;Tidak;5;FIKOM
Alexander Andersson;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Ya;3,5;FTI
Alexander Andrews;Wanita;Kos;Belum;Kosong;2009;Bekasi;UKM_2;Ya;4,5;DKV
Alexander Archer;Pria;Kosong;Belum;Kosong;2008;Serang;UKM_2;Tidak;4,5;FT
Alexander Avery;Wanita;Orang Tua;Bekerja;Kosong;2009;Serang;Tidak;Ya;6;FISIP
Alexander Bailey;Pria;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;6;FTI
Alexander Bradley;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;4,5;DKV
Alexander Burge;Pria;Orang Tua;Belum;Kosong;2007;Jakarta;Tidak;Tidak;7;FT
Alexander Callan;Pria;Kos;Bekerja;Kosong;2009;Tangerang;UKM_3;Ya;4,5;FT
Alexander Cann;Wanita;Kosong;Belum;Beasiswa;2008;Bogor;UKM_4;Tidak;6,5;FIKOM
Alexander Carter;Wanita;Kos;Bekerja;Kosong;2009;Bekasi;UKM_2;Ya;6;FTI
Alexander Chapman;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_1;Ya;5;DKV
Alexander Crawley;Pria;Kosong;Bekerja;Kosong;2007;Bogor;UKM_2;Ya;5;DKV
Alexander Eagle;Pria;Kos;Bekerja;Kosong;2009;Bogor;Tidak;Ya;5,5;FISIP
Alexander Giles;Wanita;Kos;Bekerja;Beasiswa;2009;Tangerang;UKM_1;Tidak;5;FIKOM
Alexander Graham;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_2;Tidak;5;FT
Alexander Harvey;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_3;Ya;6;FIKOM
Alexander Hastings;Pria;Kosong;Bekerja;Beasiswa;2009;Bogor;UKM_2;Tidak;5;FTI
Alexander Hunt;Wanita;Kosong;Bekerja;Orang Tua;2008;Jakarta;UKM_1;Tidak;5;FT
Alexander Jordan;Pria;Kos;Belum;Beasiswa;2008;Bekasi;UKM_1;Ya;4;DKV
Alexander Kaur;Pria;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Tidak;5;FISIP
Alexander Lakey;Wanita;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_2;Tidak;6;FIKOM
Alexander Moreno;Wanita;Kosong;Belum;Orang Tua;2008;Serang;UKM_4;Tidak;3,5;FT
Alexander Mould;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Ya;4;FT
Alexander Murphy;Pria;Kos;Belum;Beasiswa;2007;Bogor;Tidak;Ya;4,5;FISIP
Alexander Norburn;Pria;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_1;Ya;6,5;FISIP
Alexander Nurton;Wanita;Kosong;Belum;Orang Tua;2008;Bogor;UKM_3;Tidak;7;FTI
Alexander Oakley;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;Tidak;Ya;6;FISIP
Alexander Oliver;Pria;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_1;Ya;4,5;FT
Alexander Palmer;Pria;Kos;Belum;Kosong;2007;Bekasi;UKM_4;Ya;4;FIKOM
Alexander Parker;Pria;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_2;Ya;7;DKV
Alexander Paterson;Pria;Kos;Belum;Beasiswa;2008;Bekasi;Tidak;Ya;3,5;DKV
Alexander Phillips;Pria;Kosong;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Ya;6;FT
Alexander Powell;Pria;Kosong;Belum;Beasiswa;2007;Bekasi;UKM_4;Ya;7;FISIP
Alexander Rainford;Pria;Kos;Bekerja;Kosong;2007;Bekasi;UKM_3;Ya;5,5;FISIP
Alexander Reynolds;Pria;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Tidak;6;FIKOM
Alexander Rose;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Jakarta;UKM_1;Ya;5;FT
Alexander Shaw;Pria;Kosong;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Ya;3,5;FISIP
Alexander Simmons;Pria;Kos;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;3,5;FIKOM
Alexander Stanley;Pria;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;4;FTI
Alexander Stark;Pria;Kosong;Belum;Beasiswa;2007;Jakarta;UKM_2;Tidak;6;FTI
Alexander Thatcher;Pria;Kos;Belum;Orang Tua;2007;Karawang;UKM_1;Ya;7;FT
Alexander Townend;Pria;Kos;Bekerja;Kosong;2009;Serang;UKM_1;Tidak;3,5;FIKOM
Alexander Ulyatt;Wanita;Kosong;Bekerja;Kosong;2007;Jakarta;UKM_2;Tidak;5,5;FTI
Alexander Watson;Pria;Kosong;Bekerja;Orang Tua;2009;Serang;Tidak;Tidak;7;FIKOM
Alexander Watt;Pria;Kos;Belum;Kosong;2008;Jakarta;Tidak;Tidak;5,5;FTI
Alexander Widdows;Pria;Kosong;Belum;Beasiswa;2009;Bekasi;UKM_2;Ya;6;FISIP
Alexander Wright;Wanita;Kosong;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;6;FISIP
Alexia Amstead;Wanita;Kosong;Belum;Kosong;2009;Karawang;UKM_4;Tidak;4,5;DKV
Alexia Bailey;Wanita;Orang Tua;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;4,5;FT
Alexia Cartwright;Pria;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Ya;5;FISIP
Alexia Haines;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_2;Tidak;5;FISIP
Alexia Hood;Wanita;Kosong;Bekerja;Kosong;2007;Serang;UKM_4;Ya;4;FTI
Alexia Howard;Wanita;Kosong;Bekerja;Orang Tua;2007;Tangerang;Tidak;Tidak;4;FISIP
Alexia Hunter;Pria;Orang Tua;Bekerja;Kosong;2007;Karawang;UKM_1;Tidak;6,5;FTI
Alexia Jackson;Wanita;Kosong;Belum;Beasiswa;2008;Serang;UKM_3;Tidak;6;DKV
Alexia James;Wanita;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_3;Ya;7;DKV
Alexia Kirby;Wanita;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_1;Tidak;5,5;FTI
Alexia Needham;Pria;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;UKM_1;Ya;5;FTI
Alexia Norburn;Pria;Kos;Belum;Kosong;2007;Serang;UKM_1;Tidak;3,5;FTI
Alexia Phillips;Wanita;Orang Tua;Belum;Beasiswa;2007;Bekasi;UKM_3;Ya;6,5;FISIP
Alexia Pond;Pria;Orang Tua;Belum;Kosong;2008;Bogor;Tidak;Ya;4;DKV
Alexia Pope;Wanita;Kos;Bekerja;Kosong;2008;Jakarta;UKM_3;Tidak;7;FISIP
Alexia Reynolds;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;UKM_2;Ya;4;FTI
Alexia Richardson;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_3;Tidak;5,5;FISIP
Alexia Ripley;Pria;Kos;Belum;Kosong;2007;Tangerang;UKM_2;Ya;6;FTI
Alexia Slater;Pria;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_4;Ya;5;DKV
Alexia Walton;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;Tidak;Ya;3,5;FTI
Alexia White;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;Tidak;Ya;4;FIKOM
Alice Darcy;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;4;FIKOM
Alice Emmott;Pria;Kos;Belum;Kosong;2008;Jakarta;UKM_2;Tidak;4,5;FT
Alice Giles;Pria;Kos;Bekerja;Orang Tua;2007;Serang;Tidak;Ya;6,5;FIKOM
Alice Newman;Pria;Kosong;Belum;Kosong;2009;Tangerang;UKM_1;Ya;5,5;FISIP
Alice Norris;Pria;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_3;Tidak;5;FIKOM
Alice Sheldon;Wanita;Kos;Bekerja;Kosong;2008;Bogor;UKM_4;Ya;4;FT
Alice Swift;Pria;Kosong;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;6,5;FTI
Alison Addison;Pria;Kosong;Belum;Kosong;2008;Bekasi;UKM_3;Ya;6;FIKOM
Alison Atkinson;Wanita;Kosong;Belum;Orang Tua;2009;Jakarta;UKM_3;Tidak;5,5;DKV
Alison Booth;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_1;Tidak;5,5;FT
Alison Cassidy;Wanita;Kosong;Belum;Kosong;2009;Karawang;UKM_4;Tidak;7;FIKOM
Alison Dixon;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Karawang;Tidak;Ya;7;DKV
Alison Emmott;Pria;Kosong;Bekerja;Kosong;2008;Serang;Tidak;Ya;3,5;FTI
Alison Fenton;Pria;Kosong;Belum;Orang Tua;2007;Serang;Tidak;Ya;5;DKV
Alison Harrison;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_2;Ya;7;FTI
Alison Irving;Wanita;Orang Tua;Bekerja;Kosong;2009;Jakarta;UKM_3;Tidak;5;FISIP
Alison Mullins;Pria;Kosong;Belum;Orang Tua;2007;Jakarta;UKM_2;Ya;7;FT
Alison Reyes;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;Tidak;Tidak;4;FISIP
Alison Styles;Wanita;Kosong;Belum;Beasiswa;2009;Serang;UKM_2;Tidak;4;DKV
Allison Allcott;Pria;Kosong;Bekerja;Orang Tua;2007;Jakarta;Tidak;Tidak;7;DKV
Allison Ballard;Wanita;Orang Tua;Belum;Orang Tua;2009;Serang;UKM_1;Ya;7;FT
Allison Flanders;Pria;Kosong;Belum;Kosong;2009;Karawang;UKM_4;Tidak;4;DKV
Allison Fox;Pria;Kos;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;7;FISIP
Allison Mcgregor;Pria;Kosong;Belum;Beasiswa;2007;Serang;UKM_1;Tidak;3,5;FIKOM
Allison Miller;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_1;Tidak;5,5;DKV
Allison Niles;Pria;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_4;Tidak;4,5;FISIP
Allison Rothwell;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_2;Tidak;5;DKV
Allison Whinter;Wanita;Orang Tua;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;3,5;FISIP
Ally Allwood;Pria;Orang Tua;Bekerja;Beasiswa;2009;Serang;Tidak;Ya;3,5;FIKOM
Ally Butler;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_4;Ya;6,5;FT
Ally Carter;Wanita;Orang Tua;Belum;Kosong;2009;Bogor;UKM_2;Tidak;5,5;FT
Ally Clifton;Pria;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_2;Tidak;4;FIKOM
Ally Eaton;Wanita;Kosong;Belum;Beasiswa;2007;Serang;UKM_2;Tidak;6,5;FIKOM
Ally Flack;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Ya;3,5;DKV
Ally Flynn;Pria;Kos;Belum;Orang Tua;2007;Bogor;UKM_4;Tidak;6,5;FIKOM
Ally Hale;Pria;Kosong;Bekerja;Orang Tua;2009;Bogor;UKM_1;Tidak;5;DKV
Ally Huggins;Pria;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_3;Tidak;3,5;FTI
Ally Jefferson;Wanita;Kosong;Bekerja;Kosong;2008;Tangerang;UKM_1;Ya;4,5;DKV
Ally Raven;Wanita;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_2;Tidak;5;DKV
Ally Thomas;Pria;Kosong;Bekerja;Orang Tua;2007;Bogor;Tidak;Tidak;4;FISIP
Ally Thorpe;Pria;Kos;Bekerja;Kosong;2008;Serang;UKM_2;Tidak;5,5;FIKOM
Ally Victor;Wanita;Orang Tua;Bekerja;Kosong;2009;Serang;UKM_1;Tidak;6,5;FT
Alma Bailey;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;UKM_3;Ya;6,5;FIKOM
Alma Barrett;Pria;Kos;Belum;Kosong;2008;Karawang;UKM_4;Tidak;5,5;FT
Alma Bishop;Pria;Kosong;Belum;Kosong;2007;Bekasi;Tidak;Ya;5,5;FISIP
Alma Chadwick;Pria;Kosong;Belum;Beasiswa;2009;Jakarta;UKM_2;Tidak;4,5;DKV
Alma Chester;Pria;Orang Tua;Belum;Kosong;2007;Serang;UKM_4;Ya;4;FISIP
Alma Coll;Wanita;Kos;Bekerja;Kosong;2008;Bekasi;Tidak;Ya;6,5;DKV
Alma Downing;Wanita;Kosong;Belum;Kosong;2009;Serang;Tidak;Ya;4;FTI
Alma Harrison;Pria;Kosong;Belum;Orang Tua;2007;Serang;UKM_3;Ya;3,5;FT
Alma Kennedy;Pria;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;Tidak;Ya;6;DKV
Alma Lindsay;Wanita;Kos;Belum;Kosong;2009;Bogor;UKM_1;Tidak;7;FTI
Alma Murphy;Pria;Orang Tua;Bekerja;Kosong;2009;Bekasi;UKM_4;Tidak;5,5;FISIP
Alma Niles;Wanita;Kos;Belum;Beasiswa;2007;Bogor;UKM_1;Tidak;5,5;FIKOM
Alma Rowlands;Pria;Kos;Belum;Beasiswa;2008;Bogor;Tidak;Ya;7;FISIP
Alma Stevenson;Pria;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Tidak;7;FIKOM
Alma Talbot;Wanita;Kosong;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;3,5;FT
Alma Weasley;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Ya;4,5;FT
Amelia Donnelly;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;6,5;DKV
